"Hood_ID","Assault","Auto Theft","Break and Enter","Robbery","Theft Over","Drug.Arrests","Total.crime","male.youth","youth","male.above.15","female.above.15","population.2016","lone.parent.families","lone.parent.families.perc","low.income","middle.income","colSums(a[, -1])","avg.income","people.ei","people.ei.per","median.income","no.hholds.bottom.20per","hholds.bottom.20per.per","low.income.pop","low.income.pop.18.to.64","low.income.pop.perc","low.income.pop.perc.18.to.64","non.citizens","non.citizens.perc","immigrants","immigrants.perc","immigrants.recent","immigrants.recent.perc","refugees","refugees.perc","vis.minorities","vis.minorities.perc","renters","renters.perc","houses","houses.perc","unsuitable.housing","unsuitable.housing.perc","hhlds.mjr.rprs","hhlds.mjr.rprs.perc","unaffordable.housing","unaffordale.housing.perc","less.than.high.school","less.than.high.school.perc","high.school.cert","high.school.cert.perc","post.sec.or.above","post.sec.or.above.perc","unemployed","unemployment.rate","unemployed.males","unemployment.rate.males"
"124",173,10,43,17,3,18,264,1125,2165,6825,7475,17123,1305,0.284934497816594,9620,3420,465,30974,855,0.0632864544781643,23965.895505618,5845,0.34,4500,2645,26.3,23.7,2195,0.128362573099415,9465,0.553508771929825,1170,0.068421052631579,1580,0.0922735501956433,11885,0.695029239766082,2980,0.453231939163498,5395,0.819908814589666,955,0.145247148288973,645,0.0980988593155894,2330,0.354912414318355,2990,0.208726003490401,4410,0.307853403141361,6925,0.483420593368237,775,9.1,350,8.1
"125",86,8,15,9,4,13,135,830,1630,5330,5995,13641,1090,0.288359788359788,7455,2815,300,31383,685,0.0651760228353949,25519.6791907514,4235,0.31,3175,1920,23.3,21.4,2735,0.200955180014695,7795,0.572740631888317,1510,0.110947832476121,1215,0.0890697162964592,9950,0.731080088170463,3140,0.607938044530494,4795,0.929263565891473,1165,0.225338491295938,470,0.0909970958373669,1725,0.334302325581395,2385,0.211061946902655,3260,0.288495575221239,5655,0.500442477876106,610,8.8,275,7.8
"126",151,35,66,41,10,28,331,1590,3160,9555,11200,25003,1620,0.240713224368499,13375,4860,725,31692,1505,0.0791896869244936,25236.7921440262,7365,0.3,5440,3230,22.3,20.1,3650,0.149712879409352,14685,0.602461538461538,1960,0.0804102564102564,2210,0.0883893932728073,18940,0.776866283839213,3400,0.387464387464387,5305,0.604214123006834,1720,0.195899772209567,605,0.0689458689458689,3345,0.381631488876212,3975,0.197466467958271,5985,0.297317436661699,10175,0.505464480874317,1230,9.7,660,10.1
"127",204,39,61,51,16,30,401,2325,4610,12065,13380,29960,1630,0.206984126984127,15705,6250,1240,33256,1370,0.0591154261057174,25504.8093415008,8860,0.3,6815,4295,23.4,22.5,4985,0.171364730147817,15865,0.545189003436426,1970,0.0676975945017182,2295,0.0766021361815754,21075,0.724226804123711,3765,0.34958217270195,7085,0.65754060324826,1550,0.143985137018114,545,0.0506035283194058,4115,0.383325570563577,4750,0.192932575142161,7605,0.30889520714866,12265,0.49817221770918,1255,8.8,670,9
"128",108,27,58,19,13,9,234,1780,3365,10035,10645,23757,1365,0.205572289156627,13775,4515,1005,31825,1165,0.060144553433144,22237.3453038674,7470,0.32,5315,3505,22.6,22.2,4465,0.190283400809717,15095,0.643024494142705,1735,0.0739084132055378,1910,0.0803973565685903,20155,0.858755858542821,2250,0.276582667486171,4810,0.590546347452425,970,0.119311193111931,460,0.0565457897971727,3120,0.384947563232573,4035,0.197794117647059,6090,0.298529411764706,10285,0.504166666666667,1185,9.8,555,8.8
"129",67,15,55,14,5,10,166,1855,3695,11900,13365,29113,1655,0.196439169139466,17480,5115,1030,30414,1620,0.0689215060625399,20901.8984375,9225,0.32,6145,3495,21.3,19.2,5270,0.182890855457227,19995,0.693548387096774,2165,0.0750953867499133,2945,0.10115755847903,26365,0.914657415437988,1720,0.18859649122807,6665,0.731212287438289,1315,0.144109589041096,365,0.0400438837081733,3155,0.346322722283205,6550,0.262,7460,0.2984,10985,0.4394,1360,9.8,635,9
"130",73,32,63,24,11,12,215,1625,3175,10920,11990,26572,1575,0.208058124174373,16185,4185,780,28085,1450,0.0685417159064051,19474.0525,9340,0.36,5760,3415,22.1,20.1,5220,0.200306983883346,18265,0.70088257866462,2190,0.0840368380660015,2670,0.100481710070751,25165,0.965656178050652,860,0.111906310995446,5450,0.709173715029278,1150,0.149739583333333,250,0.0325520833333333,3010,0.392182410423453,6320,0.282331918695555,7115,0.317846772392227,8940,0.399374581192763,1160,9.5,620,9.6
"131",141,20,79,34,11,20,305,3490,6700,18385,20110,46496,2470,0.191993781577925,22060,10855,3045,39556,2435,0.0679124250453214,29665.3412271259,6690,0.15,4395,2515,9.5,8.4,3675,0.0797785737544774,25575,0.555133492511396,1595,0.0346212285652268,5090,0.109471782518926,37315,0.8101389491967,2205,0.164675130694548,12125,0.905188503172826,1475,0.110197982816586,445,0.0332337565347274,3910,0.292227204783259,6580,0.172590163934426,11740,0.307934426229508,19795,0.519213114754098,2010,8.2,1025,8.1
"132",221,32,65,52,5,14,389,3350,6600,16990,18930,43794,3145,0.263731656184486,24245,8460,845,29573,2550,0.0760399582525719,23519.9574468085,12295,0.28,8935,5000,20.4,17.8,6040,0.137978298115363,26900,0.61464640694619,2745,0.0627213526790815,4170,0.0952185230853542,39195,0.895578658745573,4020,0.299218459248232,9020,0.671880819366853,2330,0.173621460506706,905,0.0674115456238361,4790,0.356929955290611,7345,0.204681621847569,11575,0.322558171938136,16960,0.472620872230737,2335,10.5,1225,10.6
"133",31,3,15,5,1,1,56,955,1850,5430,5795,13362,590,0.146766169154229,5065,3675,1880,54045,705,0.0659186535764376,42620.0588235294,1230,0.09,830,495,6.2,6,525,0.0393553223388306,4990,0.374062968515742,210,0.0157421289355322,455,0.0340517886543931,5810,0.435532233883058,280,0.0638540478905359,4180,0.954337899543379,150,0.0342465753424658,175,0.0399543378995434,765,0.175057208237986,1295,0.115728328865058,2820,0.25201072386059,7075,0.632260947274352,545,7.6,220,6.2
"134",75,8,34,13,2,6,138,985,1920,5400,5550,12494,515,0.146723646723647,6245,3110,1070,40972,590,0.0567580567580568,30072.1081730769,1905,0.15,1315,900,10.5,11.1,1050,0.0842358604091456,7015,0.562550120288693,325,0.0260625501202887,940,0.0752361133344005,9290,0.745286803048536,410,0.110960757780785,3660,0.987854251012146,280,0.0756756756756757,150,0.0405405405405405,900,0.243572395128552,1625,0.148673376029277,3200,0.292772186642269,6105,0.558554437328454,565,8.5,315,8.9
"135",119,11,18,8,0,14,170,1380,2675,6945,7605,17455,1200,0.25668449197861,9300,3505,655,32291,915,0.0678280207561156,25060.9189189189,5300,0.31,4085,2490,23.8,22.2,2190,0.127696793002915,9495,0.553805774278215,1215,0.0708661417322835,1515,0.0867946147235749,12865,0.750145772594752,2345,0.398470688190314,4655,0.792340425531915,990,0.168510638297872,550,0.0935374149659864,2090,0.355140186915888,2465,0.172679509632224,4345,0.304378283712785,7480,0.52399299474606,995,11.4,490,10.7
"136",324,12,66,51,7,54,514,2045,3930,10675,12035,27392,2345,0.321673525377229,14510,5525,1040,33323,1395,0.066270783847981,25150.2785714286,8650,0.32,6780,3970,25.2,23,2815,0.104413946587537,13345,0.495084399925802,1455,0.0539788536449638,2275,0.0830534462616822,17075,0.633345697329377,4055,0.406312625250501,7990,0.80060120240481,1220,0.122244488977956,1155,0.115731462925852,3230,0.323971915747242,4990,0.222817593212771,6425,0.286894396070551,10965,0.489618218352311,1515,11.6,745,11.5
"137",295,33,75,57,15,39,514,4125,7670,21080,22815,53485,3455,0.239930555555556,29255,9775,1610,30878,2805,0.0689782368129841,23227.2314241486,18680,0.35,14410,8470,27.2,25,9445,0.178190736722951,30185,0.569528301886792,4925,0.0929245283018868,4920,0.09198840796485,40510,0.764267521931893,8670,0.470428648941942,14980,0.813025780189959,3535,0.191806836679327,1470,0.0797396257119609,6605,0.35828586927041,8850,0.20387007601935,13170,0.303386316516932,21370,0.492282884128081,2665,10.6,1320,9.8
"138",180,20,67,37,7,26,337,1600,3115,8440,10130,22776,1930,0.316134316134316,12335,4130,500,30033,1260,0.0741394527802295,24484.9716981132,7740,0.35,5775,3330,26,23.5,3770,0.169438202247191,13000,0.584269662921348,2315,0.104044943820225,2525,0.110862311204777,17375,0.780372782393892,4355,0.550568900126422,5540,0.700379266750948,1810,0.228824273072061,885,0.111883691529709,2830,0.358001265022138,3925,0.217030688415814,5645,0.312137130218413,8510,0.47055570915123,1155,10.8,525,9.8
"139",146,8,32,17,2,28,233,1230,2360,6210,7095,16724,1325,0.304247990815155,8875,2755,575,32913,825,0.0677896466721446,22770.3414948454,6725,0.41,5325,3035,32.4,29,2625,0.159768715763847,8975,0.546090660176453,1625,0.0988743535138424,1835,0.10972255441282,12065,0.734327449786975,3235,0.545991561181435,4300,0.725738396624473,1320,0.222784810126582,760,0.128270042194093,2460,0.415189873417722,2955,0.226003824091778,3785,0.289483747609943,6325,0.483747609942639,980,13,485,12.8
"140",39,5,17,7,1,4,73,570,1070,3960,4685,9917,530,0.185964912280702,3855,2875,1285,53203,475,0.0593008739076155,41804.5532544379,1095,0.11,740,450,7.7,8,500,0.0518134715025907,3130,0.324352331606218,145,0.0150259067357513,215,0.0216799435313099,2870,0.29740932642487,905,0.226817042606516,3120,0.781954887218045,150,0.037593984962406,145,0.0362953692115144,960,0.240601503759398,1080,0.12910938433951,2225,0.265989240884638,5060,0.604901374775852,395,7.9,185,7.4
